job_id,team_id,job_type,region,energy_kwh,runtime_minutes,selected_start,selected_end,carbon_intensity,carbon_emission_kg,baseline_carbon_emission_kg,carbon_avoided_kg,carbon_reduction_pct,electricity_cost_usd,baseline_cost_usd,cost_difference_usd,cost_reduction_pct,currency,native_cost,baseline_native_cost,cost_saved_native,scheduling_delay_hours,sla_met,tariff_plan,scheduling_method,slot_utilization_pct,demand_predicted,spilled_from_preferred,ml_advisor_used
GS-JOB-000012,data-engineering,ETL,IN-GJ,9.62,156,2026-09-15T20:00:00,2026-09-15T22:36:00,684.0,6.58008,6.57046,0.0,0.0,0.46176,0.513708,0.051948,10.11,INR,38.48,42.81,4.33,5.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000013,ml-platform,ETL,IN-WB,15.844,140,2026-09-15T18:00:00,2026-09-15T20:20:00,744.0,11.787936,11.692872,0.0,0.0,0.84607,2.081902,1.235832,59.36,INR,70.51,173.49,102.99,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000014,analytics,IMAGE_PROCESSING,IN-PB,69.29,246,2026-09-15T17:00:00,2026-09-15T21:06:00,520.0,36.0308,34.71429,0.0,0.0,4.98888,7.48332,2.49444,33.33,INR,415.74,623.61,207.87,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000015,data-engineering,ETL,US-CA,11.2,105,2026-09-15T19:00:00,2026-09-15T20:45:00,129.0,1.4448,2.8112,1.3664,48.61,1.285984,1.285984,0.0,0.0,USD,1.29,1.29,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000016,ml-platform,ANALYTICS,US-NY,1.6,24,2026-09-15T14:06:03.957249,2026-09-15T14:30:03.957249,321.0,0.5136,0.5136,0.0,0.0,0.3328,0.3328,0.0,0.0,USD,0.33,0.33,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000017,finance,DATA_PROCESSING,US-TX,2.716,58,2026-09-15T15:00:00,2026-09-15T15:58:00,245.0,0.66542,0.681716,0.016296,2.39,0.166208,0.166208,0.0,0.0,USD,0.17,0.17,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000018,operations,DATA_PROCESSING,SE,1.679,44,2026-09-15T14:06:04.035119,2026-09-15T14:50:04.035119,17.0,0.028543,0.028543,0.0,0.0,0.005423,0.005423,0.0,0.0,SEK,0.06,0.06,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000019,operations,BACKUP,AU-SA-Large,9.24,126,2026-09-15T14:06:04.102124,2026-09-15T16:12:04.102124,42.0,0.38808,0.38808,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000020,operations,REPORT_GENERATION,AU-SA-Small,7.141,116,2026-09-15T14:06:04.125109,2026-09-15T16:02:04.125109,42.0,0.299922,0.299922,0.0,0.0,0.417749,0.417749,0.0,0.0,AUD,0.64,0.64,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000022,data-engineering,ETL,IN-GJ,8.8,211,2026-09-15T14:06:04.163379,2026-09-15T17:37:04.163379,683.0,6.0104,6.0104,0.0,0.0,0.46992,0.46992,0.0,0.0,INR,39.16,39.16,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000023,ml-platform,ETL,IN-WB,7.134,52,2026-09-15T18:00:00,2026-09-15T18:52:00,744.0,5.307696,5.264892,0.0,0.0,0.380956,0.937408,0.556452,59.36,INR,31.75,78.12,46.37,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000024,data-engineering,ETL,IN-PB,31.32,216,2026-09-15T14:06:04.246150,2026-09-15T17:42:04.246150,501.0,15.69132,15.69132,0.0,0.0,3.38256,3.38256,0.0,0.0,INR,281.88,281.88,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000025,operations,DATA_PROCESSING,US-CA,2.754,61,2026-09-15T19:00:00,2026-09-15T20:01:00,129.0,0.355266,0.691254,0.335988,48.61,0.316214,0.316214,0.0,0.0,USD,0.32,0.32,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000026,operations,ETL,US-NY,7.821,142,2026-09-15T14:06:04.335581,2026-09-15T16:28:04.335581,321.0,2.510541,2.510541,0.0,0.0,1.626768,1.626768,0.0,0.0,USD,1.63,1.63,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000027,analytics,ETL,US-TX,6.741,64,2026-09-15T15:00:00,2026-09-15T16:04:00,245.0,1.651545,1.691991,0.040446,2.39,0.412522,0.412522,0.0,0.0,USD,0.41,0.41,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000028,operations,DATA_PROCESSING,SE,1.798,37,2026-09-15T14:06:04.372682,2026-09-15T14:43:04.372682,17.0,0.030566,0.030566,0.0,0.0,0.005808,0.005808,0.0,0.0,SEK,0.06,0.06,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000029,data-engineering,ETL,AU-SA-Large,6.882,133,2026-09-15T14:06:04.418786,2026-09-15T16:19:04.418786,42.0,0.289044,0.289044,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000030,ml-platform,ANALYTICS,AU-SA-Small,2.387,46,2026-09-15T14:06:04.436833,2026-09-15T14:52:04.436833,42.0,0.100254,0.100254,0.0,0.0,0.139639,0.139639,0.0,0.0,AUD,0.21,0.21,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000031,operations,BACKUP,IN-TG,3.534,56,2026-09-15T14:06:04.456141,2026-09-15T15:02:04.456141,609.0,2.152206,2.152206,0.0,0.0,0.37107,0.37107,0.0,0.0,INR,30.92,30.92,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000032,ml-platform,ANALYTICS,IN-GJ,2.728,53,2026-09-15T14:06:04.473169,2026-09-15T14:59:04.473169,683.0,1.863224,1.863224,0.0,0.0,0.145675,0.145675,0.0,0.0,INR,12.14,12.14,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000033,data-engineering,ETL,IN-WB,4.75,114,2026-09-15T18:00:00,2026-09-15T19:54:00,744.0,3.534,3.5055,0.0,0.0,0.25365,0.62415,0.3705,59.36,INR,21.14,52.01,30.88,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000034,finance,DATA_PROCESSING,IN-PB,2.356,37,2026-09-15T17:00:00,2026-09-15T17:37:00,520.0,1.22512,1.180356,0.0,0.0,0.169632,0.254448,0.084816,33.33,INR,14.14,21.2,7.07,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000035,finance,ETL,US-CA,18.473,226,2026-09-15T19:00:00,2026-09-15T22:46:00,129.0,2.383017,4.636723,2.253706,48.61,2.12107,2.12107,0.0,0.0,USD,2.12,2.12,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000037,finance,DATA_PROCESSING,US-TX,1.462,26,2026-09-15T15:00:00,2026-09-15T15:26:00,245.0,0.35819,0.366962,0.008772,2.39,0.089469,0.089469,0.0,0.0,USD,0.09,0.09,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000038,ml-platform,ML_TRAINING,SE,133.56,445,2026-09-15T14:06:04.633966,2026-09-15T21:31:04.633966,17.0,2.27052,2.27052,0.0,0.0,0.431399,0.431399,0.0,0.0,SEK,4.54,4.54,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000039,operations,DATA_PROCESSING,AU-SA-Large,1.292,41,2026-09-15T14:06:04.654922,2026-09-15T14:47:04.654922,42.0,0.054264,0.054264,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000040,ml-platform,ML_TRAINING,AU-SA-Small,114.68,282,2026-09-15T14:06:04.700696,2026-09-15T18:48:04.700696,42.0,4.81656,4.81656,0.0,0.0,6.70878,6.70878,0.0,0.0,AUD,10.32,10.32,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000042,operations,REPORT_GENERATION,IN-GJ,1.68,36,2026-09-15T17:00:00,2026-09-15T17:36:00,686.0,1.15248,1.14744,0.0,0.0,0.08064,0.089712,0.009072,10.11,INR,6.72,7.48,0.76,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000043,finance,REPORT_GENERATION,IN-WB,2.914,37,2026-09-15T14:06:04.762820,2026-09-15T14:43:04.762820,738.0,2.150532,2.150532,0.0,0.0,0.3829,0.3829,0.0,0.0,INR,31.91,31.91,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000044,analytics,DATA_PROCESSING,IN-PB,4.352,77,2026-09-15T17:00:00,2026-09-15T18:17:00,520.0,2.26304,2.180352,0.0,0.0,0.313344,0.470016,0.156672,33.33,INR,26.11,39.17,13.06,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000045,finance,ETL,US-CA,14.0,150,2026-09-15T17:00:00,2026-09-15T19:30:00,134.0,1.876,3.514,1.638,46.61,1.60748,1.60748,0.0,0.0,USD,1.61,1.61,0.0,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000046,finance,REPORT_GENERATION,US-NY,6.148,127,2026-09-15T14:06:04.837665,2026-09-15T16:13:04.837665,321.0,1.973508,1.973508,0.0,0.0,1.278784,1.278784,0.0,0.0,USD,1.28,1.28,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000047,operations,ANALYTICS,US-TX,3.096,43,2026-09-15T14:06:04.854186,2026-09-15T14:49:04.854186,251.0,0.777096,0.777096,0.0,0.0,0.189463,0.189463,0.0,0.0,USD,0.19,0.19,0.0,0.0,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000048,operations,DATA_PROCESSING,SE,1.995,57,2026-09-15T14:06:04.883155,2026-09-15T15:03:04.883155,17.0,0.033915,0.033915,0.0,0.0,0.006444,0.006444,0.0,0.0,SEK,0.07,0.07,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000049,analytics,IMAGE_PROCESSING,AU-SA-Large,28.696,253,2026-09-15T14:06:04.932801,2026-09-15T18:19:04.932801,42.0,1.205232,1.205232,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000050,data-engineering,ETL,AU-SA-Small,18.05,114,2026-09-15T14:06:04.958572,2026-09-15T16:00:04.958572,42.0,0.7581,0.7581,0.0,0.0,1.055925,1.055925,0.0,0.0,AUD,1.62,1.62,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000051,operations,BACKUP,IN-TG,3.04,57,2026-09-15T17:00:00,2026-09-15T17:57:00,610.0,1.8544,1.85136,0.0,0.0,0.260832,0.3192,0.058368,18.29,INR,21.74,26.6,4.86,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000052,ml-platform,ANALYTICS,IN-GJ,3.885,63,2026-09-15T14:06:04.995357,2026-09-15T15:09:04.995357,683.0,2.653455,2.653455,0.0,0.0,0.207459,0.207459,0.0,0.0,INR,17.29,17.29,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000053,data-engineering,ETL,IN-WB,5.159,46,2026-09-15T14:06:05.011798,2026-09-15T14:52:05.011798,738.0,3.807342,3.807342,0.0,0.0,0.677893,0.677893,0.0,0.0,INR,56.49,56.49,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000054,operations,BACKUP,IN-PB,7.452,65,2026-09-15T17:00:00,2026-09-15T18:05:00,520.0,3.87504,3.733452,0.0,0.0,0.536544,0.804816,0.268272,33.33,INR,44.71,67.07,22.36,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000055,finance,REPORT_GENERATION,US-CA,4.408,139,2026-09-15T14:06:05.049793,2026-09-15T16:25:05.049793,251.0,1.106408,1.106408,0.0,0.0,0.506127,0.506127,0.0,0.0,USD,0.51,0.51,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000056,finance,ETL,US-NY,30.4,228,2026-09-15T14:06:05.084185,2026-09-15T17:54:05.084185,321.0,9.7584,9.7584,0.0,0.0,6.3232,6.3232,0.0,0.0,USD,6.32,6.32,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000057,operations,BACKUP,US-TX,4.515,63,2026-09-15T15:00:00,2026-09-15T16:03:00,245.0,1.106175,1.133265,0.02709,2.39,0.2763,0.2763,0.0,0.0,USD,0.28,0.28,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000058,data-engineering,ETL,SE,13.871,86,2026-09-15T14:06:05.150921,2026-09-15T15:32:05.150921,17.0,0.235807,0.235807,0.0,0.0,0.044803,0.044803,0.0,0.0,SEK,0.47,0.47,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000059,operations,DATA_PROCESSING,AU-SA-Large,1.989,70,2026-09-15T14:06:05.173694,2026-09-15T15:16:05.173694,42.0,0.083538,0.083538,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000060,finance,ETL,AU-SA-Small,10.738,109,2026-09-15T14:06:05.241578,2026-09-15T15:55:05.241578,42.0,0.450996,0.450996,0.0,0.0,0.628173,0.628173,0.0,0.0,AUD,0.97,0.97,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000061,data-engineering,ETL,IN-TG,26.66,186,2026-09-15T17:00:00,2026-09-15T20:06:00,610.0,16.2626,16.23594,0.0,0.0,2.287428,2.7993,0.511872,18.29,INR,190.62,233.28,42.66,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000062,finance,REPORT_GENERATION,IN-GJ,4.342,100,2026-09-15T20:00:00,2026-09-15T21:40:00,684.0,2.969928,2.965586,0.0,0.0,0.208416,0.231863,0.023447,10.11,INR,17.37,19.32,1.95,5.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000063,analytics,ETL,IN-WB,1.219,32,2026-09-15T18:00:00,2026-09-15T18:32:00,744.0,0.906936,0.899622,0.0,0.0,0.065095,0.160177,0.095082,59.36,INR,5.42,13.35,7.92,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000065,finance,REPORT_GENERATION,US-CA,3.132,52,2026-09-15T19:00:00,2026-09-15T19:52:00,129.0,0.404028,0.786132,0.382104,48.61,0.359616,0.359616,0.0,0.0,USD,0.36,0.36,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000066,ml-platform,REPORT_GENERATION,US-NY,9.695,166,2026-09-15T14:06:05.466598,2026-09-15T16:52:05.466598,321.0,3.112095,3.112095,0.0,0.0,2.01656,2.01656,0.0,0.0,USD,2.02,2.02,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000067,finance,BACKUP,US-TX,4.334,118,2026-09-15T15:00:00,2026-09-15T16:58:00,245.0,1.06183,1.087834,0.026004,2.39,0.265223,0.265223,0.0,0.0,USD,0.27,0.27,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000068,finance,REPORT_GENERATION,SE,2.726,35,2026-09-15T14:06:05.525093,2026-09-15T14:41:05.525093,17.0,0.046342,0.046342,0.0,0.0,0.008805,0.008805,0.0,0.0,SEK,0.09,0.09,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000069,analytics,IMAGE_PROCESSING,AU-SA-Large,22.506,218,2026-09-15T14:06:05.569170,2026-09-15T17:44:05.569170,42.0,0.945252,0.945252,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000070,data-engineering,ETL,AU-SA-Small,11.76,84,2026-09-15T14:06:05.625863,2026-09-15T15:30:05.625863,42.0,0.49392,0.49392,0.0,0.0,0.68796,0.68796,0.0,0.0,AUD,1.06,1.06,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000071,operations,BACKUP,IN-TG,11.583,178,2026-09-15T14:06:05.645214,2026-09-15T17:04:05.645214,609.0,7.054047,7.054047,0.0,0.0,1.216215,1.216215,0.0,0.0,INR,101.35,101.35,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000072,operations,ETL,IN-GJ,7.298,107,2026-09-15T17:00:00,2026-09-15T18:47:00,686.0,5.006428,4.984534,0.0,0.0,0.350304,0.389713,0.039409,10.11,INR,29.19,32.48,3.28,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000073,finance,ANALYTICS,IN-WB,4.462,58,2026-09-15T14:06:05.687610,2026-09-15T15:04:05.687610,738.0,3.292956,3.292956,0.0,0.0,0.586307,0.586307,0.0,0.0,INR,48.86,48.86,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000074,finance,DATA_PROCESSING,IN-PB,4.2,84,2026-09-15T17:00:00,2026-09-15T18:24:00,520.0,2.184,2.1042,0.0,0.0,0.3024,0.4536,0.1512,33.33,INR,25.2,37.8,12.6,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000075,analytics,DATA_PROCESSING,US-CA,1.995,34,2026-09-15T15:00:00,2026-09-15T15:34:00,164.0,0.32718,0.500745,0.173565,34.66,0.229066,0.229066,0.0,0.0,USD,0.23,0.23,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000076,analytics,DATA_PROCESSING,US-NY,2.266,62,2026-09-15T14:06:05.814207,2026-09-15T15:08:05.814207,321.0,0.727386,0.727386,0.0,0.0,0.471328,0.471328,0.0,0.0,USD,0.47,0.47,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000077,ml-platform,ML_TRAINING,US-TX,280.105,453,2026-09-15T15:00:00,2026-09-15T22:33:00,245.0,68.625725,70.306355,1.68063,2.39,17.141306,17.141306,0.0,0.0,USD,17.14,17.14,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000078,operations,BACKUP,SE,8.316,79,2026-09-15T14:06:05.880606,2026-09-15T15:25:05.880606,17.0,0.141372,0.141372,0.0,0.0,0.026861,0.026861,0.0,0.0,SEK,0.28,0.28,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000079,operations,DATA_PROCESSING,AU-SA-Large,1.87,51,2026-09-15T14:06:05.927158,2026-09-15T14:57:05.927158,42.0,0.07854,0.07854,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000080,analytics,IMAGE_PROCESSING,AU-SA-Small,12.573,76,2026-09-15T14:06:05.948135,2026-09-15T15:22:05.948135,42.0,0.528066,0.528066,0.0,0.0,0.735521,0.735521,0.0,0.0,AUD,1.13,1.13,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000081,analytics,ETL,IN-TG,19.278,214,2026-09-15T14:06:05.965757,2026-09-15T17:40:05.965757,609.0,11.740302,11.740302,0.0,0.0,2.02419,2.02419,0.0,0.0,INR,168.68,168.68,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000083,data-engineering,ETL,IN-WB,15.416,113,2026-09-15T14:06:06.002062,2026-09-15T15:59:06.002062,738.0,11.377008,11.377008,0.0,0.0,2.025662,2.025662,0.0,0.0,INR,168.81,168.81,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000084,ml-platform,REPORT_GENERATION,IN-PB,5.082,145,2026-09-15T14:06:06.019677,2026-09-15T16:31:06.019677,501.0,2.546082,2.546082,0.0,0.0,0.548856,0.548856,0.0,0.0,INR,45.74,45.74,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000085,data-engineering,DATA_PROCESSING,US-CA,1.8,36,2026-09-15T19:00:00,2026-09-15T19:36:00,129.0,0.2322,0.4518,0.2196,48.61,0.206676,0.206676,0.0,0.0,USD,0.21,0.21,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000086,analytics,BACKUP,US-NY,4.312,46,2026-09-15T14:06:06.093775,2026-09-15T14:52:06.093775,321.0,1.384152,1.384152,0.0,0.0,0.896896,0.896896,0.0,0.0,USD,0.9,0.9,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000087,data-engineering,ETL,US-TX,21.708,161,2026-09-15T15:00:00,2026-09-15T17:41:00,245.0,5.31846,5.448708,0.130248,2.39,1.328443,1.328443,0.0,0.0,USD,1.33,1.33,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000088,data-engineering,ETL,SE,22.032,163,2026-09-15T14:06:06.139613,2026-09-15T16:49:06.139613,17.0,0.374544,0.374544,0.0,0.0,0.071163,0.071163,0.0,0.0,SEK,0.75,0.75,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000089,finance,REPORT_GENERATION,AU-SA-Large,7.112,76,2026-09-15T14:06:06.156643,2026-09-15T15:22:06.156643,42.0,0.298704,0.298704,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000091,ml-platform,ML_TRAINING,IN-TG,252.0,504,2026-09-15T17:00:00,2026-09-16T01:24:00,610.0,153.72,153.468,0.0,0.0,21.6216,26.46,4.8384,18.29,INR,1801.8,2205.0,403.2,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000092,operations,BACKUP,IN-GJ,5.304,61,2026-09-15T20:00:00,2026-09-15T21:01:00,684.0,3.627936,3.622632,0.0,0.0,0.254592,0.283234,0.028642,10.11,INR,21.22,23.6,2.39,5.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000093,finance,BACKUP,IN-WB,7.296,115,2026-09-15T18:00:00,2026-09-15T19:55:00,744.0,5.428224,5.384448,0.0,0.0,0.389606,0.958694,0.569088,59.36,INR,32.47,79.89,47.42,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000094,analytics,IMAGE_PROCESSING,IN-PB,24.335,94,2026-09-15T17:00:00,2026-09-15T18:34:00,520.0,12.6542,12.191835,0.0,0.0,1.75212,2.62818,0.87606,33.33,INR,146.01,219.01,73.0,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000095,analytics,ETL,US-CA,25.198,176,2026-09-15T18:00:00,2026-09-15T20:56:00,130.0,3.27574,6.324698,3.048958,48.21,2.893234,2.893234,0.0,0.0,USD,2.89,2.89,0.0,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000096,operations,ML_TRAINING,US-NY,225.225,429,2026-09-15T14:06:06.425422,2026-09-15T21:15:06.425422,321.0,72.297225,72.297225,0.0,0.0,46.8468,46.8468,0.0,0.0,USD,46.85,46.85,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000097,ml-platform,ETL,US-TX,15.675,99,2026-09-15T15:00:00,2026-09-15T16:39:00,245.0,3.840375,3.934425,0.09405,2.39,0.959247,0.959247,0.0,0.0,USD,0.96,0.96,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000098,operations,DATA_PROCESSING,SE,1.4,24,2026-09-15T14:06:06.484972,2026-09-15T14:30:06.484972,17.0,0.0238,0.0238,0.0,0.0,0.004522,0.004522,0.0,0.0,SEK,0.05,0.05,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
