job_id,team_id,job_type,region,energy_kwh,runtime_minutes,selected_start,selected_end,carbon_intensity,carbon_emission_kg,baseline_carbon_emission_kg,carbon_avoided_kg,carbon_reduction_pct,electricity_cost_usd,baseline_cost_usd,cost_difference_usd,cost_reduction_pct,native_cost_inr,baseline_native_cost_inr,cost_saved_inr,scheduling_delay_hours,sla_met,tariff_plan,scheduling_method,slot_utilization_pct,demand_predicted,spilled_from_preferred,ml_advisor_used
GS-JOB-000011,operations,REPORT_GENERATION,IN-TG,4.59,102,2026-09-08T18:09:20.000345,2026-09-08T19:51:20.000345,533.0,2.44647,2.44647,0.0,0.0,0.393822,0.393822,0.0,0.0,32.82,32.82,0.0,0.0,True,ToD,batch_contention_aware_ml,48.6,0.9977,False,True
GS-JOB-000012,data-engineering,ETL,IN-GJ,9.62,156,2026-09-09T03:00:00,2026-09-09T05:36:00,580.0,5.5796,6.26262,0.68302,10.91,0.513708,0.46176,-0.051948,-11.25,42.81,38.48,-4.33,8.84,True,ToD,batch_contention_aware_ml,20.0,0.2516,False,True
GS-JOB-000013,ml-platform,ETL,IN-WB,15.844,140,2026-09-09T05:00:00,2026-09-09T07:20:00,744.0,11.787936,11.883,0.095064,0.8,1.418355,0.84607,-0.572285,-67.64,118.2,70.51,-47.69,10.84,True,ToD,batch_contention_aware_ml,8.6,0.2516,False,True
GS-JOB-000014,analytics,IMAGE_PROCESSING,IN-PB,69.29,246,2026-09-08T18:09:20.000345,2026-09-08T22:15:20.000345,493.0,34.15997,34.15997,0.0,0.0,4.98888,4.98888,0.0,0.0,415.74,415.74,0.0,0.0,True,ToD,batch_contention_aware_ml,81.4,0.9977,False,True
GS-JOB-000015,data-engineering,ETL,US-CA,11.2,105,2026-09-09T19:00:00,2026-09-09T20:45:00,178.0,1.9936,1.5008,0.0,0.0,1.285984,1.285984,0.0,0.0,1.29,1.29,0.0,24.84,True,ToD,batch_contention_aware_ml,17.1,0.2516,True,True
GS-JOB-000016,ml-platform,ANALYTICS,US-NY,1.6,24,2026-09-08T18:09:20.000345,2026-09-08T18:33:20.000345,346.0,0.5536,0.5536,0.0,0.0,0.3328,0.3328,0.0,0.0,0.33,0.33,0.0,0.0,True,Demand,batch_contention_aware_ml,100.0,0.9977,True,True
GS-JOB-000017,finance,DATA_PROCESSING,US-TX,2.716,58,2026-09-09T14:00:00,2026-09-09T14:58:00,295.0,0.80122,0.92344,0.12222,13.24,0.166208,0.166208,0.0,0.0,0.17,0.17,0.0,19.84,True,Flat,batch_contention_aware_ml,10.0,0.9977,False,True
GS-JOB-000018,operations,DATA_PROCESSING,SE,1.679,44,2026-09-08T23:00:00,2026-09-08T23:44:00,15.0,0.025185,0.031901,0.006716,21.05,0.005423,0.005423,0.0,0.0,0.06,0.06,0.0,4.84,True,Demand,batch_contention_aware_ml,81.4,0.2516,True,True
GS-JOB-000019,operations,BACKUP,AU-SA-Large,9.24,126,2026-09-09T18:00:00,2026-09-09T20:06:00,43.0,0.39732,0.35112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84,True,Demand,batch_contention_aware_ml,24.3,0.9977,True,True
GS-JOB-000020,operations,REPORT_GENERATION,AU-SA-Small,7.141,116,2026-09-08T19:00:00,2026-09-08T20:56:00,50.0,0.35705,0.271358,0.0,0.0,0.417749,0.417749,0.0,0.0,0.64,0.64,0.0,0.84,True,ToD,batch_contention_aware_ml,88.6,0.2516,True,True
GS-JOB-000021,data-engineering,ETL,IN-TG,9.085,237,2026-09-08T18:09:20.000345,2026-09-08T22:06:20.000345,533.0,4.842305,4.842305,0.0,0.0,0.779493,0.779493,0.0,0.0,64.96,64.96,0.0,0.0,True,ToD,batch_contention_aware_ml,61.4,0.9977,False,True
GS-JOB-000022,data-engineering,ETL,IN-GJ,8.8,211,2026-09-08T18:09:20.000345,2026-09-08T21:40:20.000345,651.0,5.7288,5.7288,0.0,0.0,0.4224,0.4224,0.0,0.0,35.2,35.2,0.0,0.0,True,ToD,batch_contention_aware_ml,51.4,0.9977,False,True
GS-JOB-000023,ml-platform,ETL,IN-WB,7.134,52,2026-09-09T14:00:00,2026-09-09T14:52:00,742.0,5.293428,5.3505,0.057072,1.07,0.937408,0.380956,-0.556452,-146.07,78.12,31.75,-46.37,19.84,True,ToD,batch_contention_aware_ml,50.0,0.9977,False,True
GS-JOB-000024,data-engineering,ETL,IN-PB,31.32,216,2026-09-08T19:00:00,2026-09-08T22:36:00,508.0,15.91056,15.44076,0.0,0.0,2.25504,2.25504,0.0,0.0,187.92,187.92,0.0,0.84,True,ToD,batch_contention_aware_ml,91.4,0.2516,True,True
GS-JOB-000025,operations,DATA_PROCESSING,US-CA,2.754,61,2026-09-09T19:00:00,2026-09-09T20:01:00,178.0,0.490212,0.369036,0.0,0.0,0.316214,0.316214,0.0,0.0,0.32,0.32,0.0,24.84,True,ToD,batch_contention_aware_ml,18.6,0.2516,True,True
GS-JOB-000026,operations,ETL,US-NY,7.821,142,2026-09-08T18:09:20.000345,2026-09-08T20:31:20.000345,346.0,2.706066,2.706066,0.0,0.0,1.626768,1.626768,0.0,0.0,1.63,1.63,0.0,0.0,True,Demand,batch_contention_aware_ml,85.7,0.9977,False,True
GS-JOB-000027,analytics,ETL,US-TX,6.741,64,2026-09-08T19:00:00,2026-09-08T20:04:00,327.0,2.204307,2.29194,0.087633,3.82,0.412522,0.412522,0.0,0.0,0.41,0.41,0.0,0.84,True,Flat,batch_contention_aware_ml,100.0,0.2516,False,True
GS-JOB-000028,operations,DATA_PROCESSING,SE,1.798,37,2026-09-08T20:00:00,2026-09-08T20:37:00,16.0,0.028768,0.034162,0.005394,15.79,0.005808,0.005808,0.0,0.0,0.06,0.06,0.0,1.84,True,Demand,batch_contention_aware_ml,47.1,0.2516,False,True
GS-JOB-000029,data-engineering,ETL,AU-SA-Large,6.882,133,2026-09-08T23:00:00,2026-09-09T01:13:00,44.0,0.302808,0.261516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,True,Demand,batch_contention_aware_ml,44.3,0.2516,True,True
GS-JOB-000030,ml-platform,ANALYTICS,AU-SA-Small,2.387,46,2026-09-08T18:09:20.000345,2026-09-08T18:55:20.000345,38.0,0.090706,0.090706,0.0,0.0,0.139639,0.139639,0.0,0.0,0.21,0.21,0.0,0.0,True,ToD,batch_contention_aware_ml,75.7,0.9977,False,True
GS-JOB-000031,operations,BACKUP,IN-TG,3.534,56,2026-09-08T18:09:20.000345,2026-09-08T19:05:20.000345,533.0,1.883622,1.883622,0.0,0.0,0.303217,0.303217,0.0,0.0,25.27,25.27,0.0,0.0,True,ToD,batch_contention_aware_ml,22.9,0.9977,False,True
GS-JOB-000032,ml-platform,ANALYTICS,IN-GJ,2.728,53,2026-09-08T18:09:20.000345,2026-09-08T19:02:20.000345,651.0,1.775928,1.775928,0.0,0.0,0.130944,0.130944,0.0,0.0,10.91,10.91,0.0,0.0,True,ToD,batch_contention_aware_ml,17.1,0.9977,False,True
GS-JOB-000033,data-engineering,ETL,IN-WB,4.75,114,2026-09-08T18:09:20.000345,2026-09-08T20:03:20.000345,750.0,3.5625,3.5625,0.0,0.0,0.25365,0.25365,0.0,0.0,21.14,21.14,0.0,0.0,True,ToD,batch_contention_aware_ml,82.9,0.9977,False,True
GS-JOB-000034,finance,DATA_PROCESSING,IN-PB,2.356,37,2026-09-08T20:00:00,2026-09-08T20:37:00,518.0,1.220408,1.161508,0.0,0.0,0.169632,0.169632,0.0,0.0,14.14,14.14,0.0,1.84,True,ToD,batch_contention_aware_ml,95.7,0.2516,True,True
GS-JOB-000035,finance,ETL,US-CA,18.473,226,2026-09-08T22:00:00,2026-09-09T01:46:00,209.0,3.860857,2.475382,0.0,0.0,2.628154,2.12107,-0.507084,-23.91,2.63,2.12,-0.51,3.84,True,ToD,batch_contention_aware_ml,82.9,0.2516,True,True
GS-JOB-000036,operations,BACKUP,US-NY,7.14,153,2026-09-08T18:09:20.000345,2026-09-08T20:42:20.000345,346.0,2.47044,2.47044,0.0,0.0,1.48512,1.48512,0.0,0.0,1.49,1.49,0.0,0.0,True,Demand,batch_contention_aware_ml,15.7,0.9977,False,True
GS-JOB-000037,finance,DATA_PROCESSING,US-TX,1.462,26,2026-09-08T18:09:20.000345,2026-09-08T18:35:20.000345,340.0,0.49708,0.49708,0.0,0.0,0.089469,0.089469,0.0,0.0,0.09,0.09,0.0,0.0,True,Flat,batch_contention_aware_ml,70.0,0.9977,True,True
GS-JOB-000038,ml-platform,ML_TRAINING,SE,133.56,445,2026-09-08T18:09:20.000345,2026-09-09T01:34:20.000345,19.0,2.53764,2.53764,0.0,0.0,0.431399,0.431399,0.0,0.0,4.54,4.54,0.0,0.0,True,Demand,batch_contention_aware_ml,14.3,0.9977,False,True
GS-JOB-000039,operations,DATA_PROCESSING,AU-SA-Large,1.292,41,2026-09-08T23:00:00,2026-09-08T23:41:00,44.0,0.056848,0.049096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,True,Demand,batch_contention_aware_ml,15.7,0.2516,True,True
GS-JOB-000040,ml-platform,ML_TRAINING,AU-SA-Small,114.68,282,2026-09-09T00:00:00,2026-09-09T04:42:00,45.0,5.1606,4.35784,0.0,0.0,6.70878,6.70878,0.0,0.0,10.32,10.32,0.0,5.84,True,ToD,batch_contention_aware_ml,82.9,0.2516,True,True
GS-JOB-000041,data-engineering,ETL,IN-TG,11.094,155,2026-09-08T18:09:20.000345,2026-09-08T20:44:20.000345,533.0,5.913102,5.913102,0.0,0.0,0.951865,0.951865,0.0,0.0,79.32,79.32,0.0,0.0,False,ToD,batch_contention_aware_ml,60.0,0.9977,False,True
GS-JOB-000042,operations,REPORT_GENERATION,IN-GJ,1.68,36,2026-09-08T18:09:20.000345,2026-09-08T18:45:20.000345,651.0,1.09368,1.09368,0.0,0.0,0.08064,0.08064,0.0,0.0,6.72,6.72,0.0,0.0,True,ToD,batch_contention_aware_ml,47.1,0.9977,False,True
GS-JOB-000043,finance,REPORT_GENERATION,IN-WB,2.914,37,2026-09-08T18:09:20.000345,2026-09-08T18:46:20.000345,750.0,2.1855,2.1855,0.0,0.0,0.155608,0.155608,0.0,0.0,12.97,12.97,0.0,0.0,True,ToD,batch_contention_aware_ml,34.3,0.9977,False,True
GS-JOB-000044,analytics,DATA_PROCESSING,IN-PB,4.352,77,2026-09-09T06:00:00,2026-09-09T07:17:00,330.0,1.43616,2.145536,0.709376,33.06,0.365568,0.313344,-0.052224,-16.67,30.46,26.11,-4.35,11.84,True,ToD,batch_contention_aware_ml,5.7,0.2516,False,True
GS-JOB-000045,finance,ETL,US-CA,14.0,150,2026-09-08T21:00:00,2026-09-08T23:30:00,187.0,2.618,1.876,0.0,0.0,1.99178,1.60748,-0.3843,-23.91,1.99,1.61,-0.38,2.84,True,ToD,batch_contention_aware_ml,77.1,0.2516,True,True
GS-JOB-000046,finance,REPORT_GENERATION,US-NY,6.148,127,2026-09-08T18:09:20.000345,2026-09-08T20:16:20.000345,346.0,2.127208,2.127208,0.0,0.0,1.278784,1.278784,0.0,0.0,1.28,1.28,0.0,0.0,True,Demand,batch_contention_aware_ml,35.7,0.9977,False,True
GS-JOB-000047,operations,ANALYTICS,US-TX,3.096,43,2026-09-08T18:09:20.000345,2026-09-08T18:52:20.000345,340.0,1.05264,1.05264,0.0,0.0,0.189463,0.189463,0.0,0.0,0.19,0.19,0.0,0.0,True,Flat,batch_contention_aware_ml,67.1,0.9977,False,True
GS-JOB-000048,operations,DATA_PROCESSING,SE,1.995,57,2026-09-08T23:00:00,2026-09-08T23:57:00,15.0,0.029925,0.037905,0.00798,21.05,0.006444,0.006444,0.0,0.0,0.07,0.07,0.0,4.84,True,Demand,batch_contention_aware_ml,85.7,0.2516,True,True
GS-JOB-000049,analytics,IMAGE_PROCESSING,AU-SA-Large,28.696,253,2026-09-09T18:00:00,2026-09-09T22:13:00,43.0,1.233928,1.090448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84,True,Demand,batch_contention_aware_ml,5.7,0.9977,True,True
GS-JOB-000050,data-engineering,ETL,AU-SA-Small,18.05,114,2026-09-08T23:00:00,2026-09-09T00:54:00,44.0,0.7942,0.6859,0.0,0.0,1.055925,1.055925,0.0,0.0,1.62,1.62,0.0,4.84,True,ToD,batch_contention_aware_ml,54.3,0.2516,True,True
GS-JOB-000051,operations,BACKUP,IN-TG,3.04,57,2026-09-08T18:09:20.000345,2026-09-08T19:06:20.000345,533.0,1.62032,1.62032,0.0,0.0,0.260832,0.260832,0.0,0.0,21.74,21.74,0.0,0.0,True,ToD,batch_contention_aware_ml,51.4,0.9977,False,True
GS-JOB-000052,ml-platform,ANALYTICS,IN-GJ,3.885,63,2026-09-08T18:09:20.000345,2026-09-08T19:12:20.000345,651.0,2.529135,2.529135,0.0,0.0,0.18648,0.18648,0.0,0.0,15.54,15.54,0.0,0.0,True,ToD,batch_contention_aware_ml,54.3,0.9977,False,True
GS-JOB-000053,data-engineering,ETL,IN-WB,5.159,46,2026-09-08T20:00:00,2026-09-08T20:46:00,757.0,3.905363,3.86925,0.0,0.0,0.275491,0.275491,0.0,0.0,22.96,22.96,0.0,1.84,True,ToD,batch_contention_aware_ml,64.3,0.2516,True,True
GS-JOB-000054,operations,BACKUP,IN-PB,7.452,65,2026-09-08T18:09:20.000345,2026-09-08T19:14:20.000345,493.0,3.673836,3.673836,0.0,0.0,0.536544,0.536544,0.0,0.0,44.71,44.71,0.0,0.0,True,ToD,batch_contention_aware_ml,87.1,0.9977,False,True
GS-JOB-000055,finance,REPORT_GENERATION,US-CA,4.408,139,2026-09-08T18:09:20.000345,2026-09-08T20:28:20.000345,134.0,0.590672,0.590672,0.0,0.0,0.506127,0.506127,0.0,0.0,0.51,0.51,0.0,0.0,True,ToD,batch_contention_aware_ml,38.6,0.9977,False,True
GS-JOB-000056,finance,ETL,US-NY,30.4,228,2026-09-09T05:00:00,2026-09-09T08:48:00,325.0,9.88,10.5184,0.6384,6.07,6.3232,6.3232,0.0,0.0,6.32,6.32,0.0,10.84,True,Demand,batch_contention_aware_ml,11.4,0.2516,False,True
GS-JOB-000057,operations,BACKUP,US-TX,4.515,63,2026-09-08T21:00:00,2026-09-08T22:03:00,342.0,1.54413,1.5351,0.0,0.0,0.2763,0.2763,0.0,0.0,0.28,0.28,0.0,2.84,True,Flat,batch_contention_aware_ml,71.4,0.2516,True,True
GS-JOB-000058,data-engineering,ETL,SE,13.871,86,2026-09-08T22:00:00,2026-09-08T23:26:00,15.0,0.208065,0.263549,0.055484,21.05,0.044803,0.044803,0.0,0.0,0.47,0.47,0.0,3.84,True,Demand,batch_contention_aware_ml,80.0,0.2516,False,True
GS-JOB-000059,operations,DATA_PROCESSING,AU-SA-Large,1.989,70,2026-09-08T18:09:20.000345,2026-09-08T19:19:20.000345,38.0,0.075582,0.075582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Demand,batch_contention_aware_ml,77.1,0.9977,False,True
GS-JOB-000060,finance,ETL,AU-SA-Small,10.738,109,2026-09-09T19:00:00,2026-09-09T20:49:00,43.0,0.461734,0.408044,0.0,0.0,0.628173,0.628173,0.0,0.0,0.97,0.97,0.0,24.84,True,ToD,batch_contention_aware_ml,5.7,0.2516,True,True
GS-JOB-000061,data-engineering,ETL,IN-TG,26.66,186,2026-09-08T20:00:00,2026-09-08T23:06:00,563.0,15.00958,14.20978,0.0,0.0,2.287428,2.287428,0.0,0.0,190.62,190.62,0.0,1.84,True,ToD,batch_contention_aware_ml,67.1,0.2516,True,True
GS-JOB-000062,finance,REPORT_GENERATION,IN-GJ,4.342,100,2026-09-09T07:00:00,2026-09-09T08:40:00,504.0,2.188368,2.826642,0.638274,22.58,0.177154,0.208416,0.031262,15.0,14.76,17.37,2.61,12.84,True,ToD,batch_contention_aware_ml,12.9,0.2516,False,True
GS-JOB-000063,analytics,ETL,IN-WB,1.219,32,2026-09-09T14:00:00,2026-09-09T14:32:00,742.0,0.904498,0.91425,0.009752,1.07,0.160177,0.065095,-0.095082,-146.07,13.35,5.42,-7.92,19.84,True,ToD,batch_contention_aware_ml,44.3,0.9977,False,True
GS-JOB-000064,data-engineering,ETL,IN-PB,20.805,219,2026-09-08T18:09:20.000345,2026-09-08T21:48:20.000345,493.0,10.256865,10.256865,0.0,0.0,1.49796,1.49796,0.0,0.0,124.83,124.83,0.0,0.0,True,ToD,batch_contention_aware_ml,90.0,0.9977,False,True
GS-JOB-000065,finance,REPORT_GENERATION,US-CA,3.132,52,2026-09-08T22:00:00,2026-09-08T22:52:00,209.0,0.654588,0.419688,0.0,0.0,0.44559,0.359616,-0.085973,-23.91,0.45,0.36,-0.09,3.84,True,ToD,batch_contention_aware_ml,97.1,0.2516,True,True
GS-JOB-000066,ml-platform,REPORT_GENERATION,US-NY,9.695,166,2026-09-09T07:00:00,2026-09-09T09:46:00,316.0,3.06362,3.35447,0.29085,8.67,2.01656,2.01656,0.0,0.0,2.02,2.02,0.0,12.84,True,Demand,batch_contention_aware_ml,72.9,0.2516,False,True
GS-JOB-000067,finance,BACKUP,US-TX,4.334,118,2026-09-08T21:00:00,2026-09-08T22:58:00,342.0,1.482228,1.47356,0.0,0.0,0.265223,0.265223,0.0,0.0,0.27,0.27,0.0,2.84,True,Flat,batch_contention_aware_ml,91.4,0.2516,True,True
GS-JOB-000068,finance,REPORT_GENERATION,SE,2.726,35,2026-09-08T18:09:20.000345,2026-09-08T18:44:20.000345,19.0,0.051794,0.051794,0.0,0.0,0.008805,0.008805,0.0,0.0,0.09,0.09,0.0,0.0,True,Demand,batch_contention_aware_ml,45.7,0.9977,False,True
GS-JOB-000069,analytics,IMAGE_PROCESSING,AU-SA-Large,22.506,218,2026-09-08T23:00:00,2026-09-09T02:38:00,44.0,0.990264,0.855228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,True,Demand,batch_contention_aware_ml,38.6,0.2516,True,True
GS-JOB-000070,data-engineering,ETL,AU-SA-Small,11.76,84,2026-09-08T23:00:00,2026-09-09T00:24:00,44.0,0.51744,0.44688,0.0,0.0,0.68796,0.68796,0.0,0.0,1.06,1.06,0.0,4.84,True,ToD,batch_contention_aware_ml,97.1,0.2516,True,True
GS-JOB-000071,operations,BACKUP,IN-TG,11.583,178,2026-09-08T18:09:20.000345,2026-09-08T21:07:20.000345,533.0,6.173739,6.173739,0.0,0.0,0.993821,0.993821,0.0,0.0,82.82,82.82,0.0,0.0,True,ToD,batch_contention_aware_ml,40.0,0.9977,False,True
GS-JOB-000072,operations,ETL,IN-GJ,7.298,107,2026-09-08T18:09:20.000345,2026-09-08T19:56:20.000345,651.0,4.750998,4.750998,0.0,0.0,0.350304,0.350304,0.0,0.0,29.19,29.19,0.0,0.0,True,ToD,batch_contention_aware_ml,50.0,0.9977,False,True
GS-JOB-000073,finance,ANALYTICS,IN-WB,4.462,58,2026-09-08T18:09:20.000345,2026-09-08T19:07:20.000345,750.0,3.3465,3.3465,0.0,0.0,0.238271,0.238271,0.0,0.0,19.86,19.86,0.0,0.0,True,ToD,batch_contention_aware_ml,100.0,0.9977,True,True
GS-JOB-000074,finance,DATA_PROCESSING,IN-PB,4.2,84,2026-09-09T08:00:00,2026-09-09T09:24:00,329.0,1.3818,2.0706,0.6888,33.27,0.3528,0.3024,-0.0504,-16.67,29.4,25.2,-4.2,13.84,True,ToD,batch_contention_aware_ml,10.0,0.2516,False,True
GS-JOB-000075,analytics,DATA_PROCESSING,US-CA,1.995,34,2026-09-08T19:00:00,2026-09-08T19:34:00,168.0,0.33516,0.26733,0.0,0.0,0.229066,0.229066,0.0,0.0,0.23,0.23,0.0,0.84,True,ToD,batch_contention_aware_ml,97.1,0.2516,True,True
GS-JOB-000076,analytics,DATA_PROCESSING,US-NY,2.266,62,2026-09-09T07:00:00,2026-09-09T08:02:00,316.0,0.716056,0.784036,0.06798,8.67,0.471328,0.471328,0.0,0.0,0.47,0.47,0.0,12.84,True,Demand,batch_contention_aware_ml,64.3,0.2516,False,True
GS-JOB-000077,ml-platform,ML_TRAINING,US-TX,280.105,453,2026-09-08T19:00:00,2026-09-09T02:33:00,327.0,91.594335,95.2357,3.641365,3.82,17.141306,17.141306,0.0,0.0,17.14,17.14,0.0,0.84,True,Flat,batch_contention_aware_ml,60.0,0.2516,False,True
GS-JOB-000078,operations,BACKUP,SE,8.316,79,2026-09-08T22:00:00,2026-09-08T23:19:00,15.0,0.12474,0.158004,0.033264,21.05,0.026861,0.026861,0.0,0.0,0.28,0.28,0.0,3.84,True,Demand,batch_contention_aware_ml,55.7,0.2516,False,True
GS-JOB-000079,operations,DATA_PROCESSING,AU-SA-Large,1.87,51,2026-09-09T18:00:00,2026-09-09T18:51:00,43.0,0.08041,0.07106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.84,True,Demand,batch_contention_aware_ml,7.1,0.9977,True,True
GS-JOB-000080,analytics,IMAGE_PROCESSING,AU-SA-Small,12.573,76,2026-09-08T18:09:20.000345,2026-09-08T19:25:20.000345,38.0,0.477774,0.477774,0.0,0.0,0.735521,0.735521,0.0,0.0,1.13,1.13,0.0,0.0,True,ToD,batch_contention_aware_ml,28.6,0.9977,False,True
GS-JOB-000081,analytics,ETL,IN-TG,19.278,214,2026-09-08T18:09:20.000345,2026-09-08T21:43:20.000345,533.0,10.275174,10.275174,0.0,0.0,1.654052,1.654052,0.0,0.0,137.84,137.84,0.0,0.0,True,ToD,batch_contention_aware_ml,64.3,0.9977,False,True
GS-JOB-000082,data-engineering,ETL,IN-GJ,21.09,222,2026-09-08T18:09:20.000345,2026-09-08T21:51:20.000345,651.0,13.72959,13.72959,0.0,0.0,1.01232,1.01232,0.0,0.0,84.36,84.36,0.0,0.0,True,ToD,batch_contention_aware_ml,2.9,0.9977,False,True
GS-JOB-000083,data-engineering,ETL,IN-WB,15.416,113,2026-09-08T18:09:20.000345,2026-09-08T20:02:20.000345,750.0,11.562,11.562,0.0,0.0,0.823214,0.823214,0.0,0.0,68.6,68.6,0.0,0.0,True,ToD,batch_contention_aware_ml,80.0,0.9977,False,True
GS-JOB-000084,ml-platform,REPORT_GENERATION,IN-PB,5.082,145,2026-09-08T18:09:20.000345,2026-09-08T20:34:20.000345,493.0,2.505426,2.505426,0.0,0.0,0.365904,0.365904,0.0,0.0,30.49,30.49,0.0,0.0,True,ToD,batch_contention_aware_ml,100.0,0.9977,True,True
GS-JOB-000085,data-engineering,DATA_PROCESSING,US-CA,1.8,36,2026-09-08T23:00:00,2026-09-08T23:36:00,221.0,0.3978,0.2412,0.0,0.0,0.318636,0.206676,-0.11196,-54.17,0.32,0.21,-0.11,4.84,True,ToD,batch_contention_aware_ml,88.6,0.2516,True,True
GS-JOB-000086,analytics,BACKUP,US-NY,4.312,46,2026-09-09T07:00:00,2026-09-09T07:46:00,316.0,1.362592,1.491952,0.12936,8.67,0.896896,0.896896,0.0,0.0,0.9,0.9,0.0,12.84,True,Demand,batch_contention_aware_ml,14.3,0.2516,False,True
GS-JOB-000087,data-engineering,ETL,US-TX,21.708,161,2026-09-08T19:00:00,2026-09-08T21:41:00,327.0,7.098516,7.38072,0.282204,3.82,1.328443,1.328443,0.0,0.0,1.33,1.33,0.0,0.84,True,Flat,batch_contention_aware_ml,31.4,0.2516,False,True
GS-JOB-000088,data-engineering,ETL,SE,22.032,163,2026-09-08T22:00:00,2026-09-09T00:43:00,15.0,0.33048,0.418608,0.088128,21.05,0.071163,0.071163,0.0,0.0,0.75,0.75,0.0,3.84,True,Demand,batch_contention_aware_ml,50.0,0.2516,False,True
GS-JOB-000089,finance,REPORT_GENERATION,AU-SA-Large,7.112,76,2026-09-08T18:09:20.000345,2026-09-08T19:25:20.000345,38.0,0.270256,0.270256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,Demand,batch_contention_aware_ml,54.3,0.9977,False,True
GS-JOB-000090,analytics,IMAGE_PROCESSING,AU-SA-Small,81.9,351,2026-09-08T18:09:20.000345,2026-09-09T00:00:20.000345,38.0,3.1122,3.1122,0.0,0.0,4.79115,4.79115,0.0,0.0,7.37,7.37,0.0,0.0,True,ToD,batch_contention_aware_ml,22.9,0.9977,False,True
