job_id,team_id,job_type,region,energy_kwh,runtime_minutes,selected_start,selected_end,carbon_intensity,carbon_emission_kg,baseline_carbon_emission_kg,carbon_avoided_kg,carbon_reduction_pct,electricity_cost_usd,baseline_cost_usd,cost_difference_usd,cost_reduction_pct,currency,native_cost,baseline_native_cost,cost_saved_native,scheduling_delay_hours,sla_met,tariff_plan,scheduling_method,slot_utilization_pct,demand_predicted,spilled_from_preferred,ml_advisor_used
GS-JOB-000011,operations,REPORT_GENERATION,IN-TG,4.59,102,2026-09-15T14:05:44.122560,2026-09-15T15:47:44.122560,609.0,2.79531,2.79531,0.0,0.0,0.48195,0.48195,0.0,0.0,INR,40.16,40.16,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000012,data-engineering,ETL,IN-GJ,9.62,156,2026-09-15T15:00:00,2026-09-15T17:36:00,682.0,6.56084,6.57046,0.00962,0.15,0.513708,0.513708,0.0,0.0,INR,42.81,42.81,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000013,ml-platform,ETL,IN-WB,15.844,140,2026-09-15T14:05:44.198811,2026-09-15T16:25:44.198811,738.0,11.692872,11.692872,0.0,0.0,2.081902,2.081902,0.0,0.0,INR,173.49,173.49,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000014,analytics,IMAGE_PROCESSING,IN-PB,69.29,246,2026-09-15T14:05:44.232327,2026-09-15T18:11:44.232327,501.0,34.71429,34.71429,0.0,0.0,7.48332,7.48332,0.0,0.0,INR,623.61,623.61,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000015,data-engineering,ETL,US-CA,11.2,105,2026-09-15T19:00:00,2026-09-15T20:45:00,129.0,1.4448,2.8112,1.3664,48.61,1.285984,1.285984,0.0,0.0,USD,1.29,1.29,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000016,ml-platform,ANALYTICS,US-NY,1.6,24,2026-09-15T14:05:44.317026,2026-09-15T14:29:44.317026,321.0,0.5136,0.5136,0.0,0.0,0.3328,0.3328,0.0,0.0,USD,0.33,0.33,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000017,finance,DATA_PROCESSING,US-TX,2.716,58,2026-09-15T15:00:00,2026-09-15T15:58:00,245.0,0.66542,0.681716,0.016296,2.39,0.166208,0.166208,0.0,0.0,USD,0.17,0.17,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000018,operations,DATA_PROCESSING,SE,1.679,44,2026-09-15T14:05:44.409967,2026-09-15T14:49:44.409967,17.0,0.028543,0.028543,0.0,0.0,0.005423,0.005423,0.0,0.0,SEK,0.06,0.06,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000019,operations,BACKUP,AU-SA-Large,9.24,126,2026-09-15T14:05:44.475246,2026-09-15T16:11:44.475246,42.0,0.38808,0.38808,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000020,operations,REPORT_GENERATION,AU-SA-Small,7.141,116,2026-09-15T14:05:44.498301,2026-09-15T16:01:44.498301,42.0,0.299922,0.299922,0.0,0.0,0.417749,0.417749,0.0,0.0,AUD,0.64,0.64,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000022,data-engineering,ETL,IN-GJ,8.8,211,2026-09-15T14:05:44.535940,2026-09-15T17:36:44.535940,683.0,6.0104,6.0104,0.0,0.0,0.46992,0.46992,0.0,0.0,INR,39.16,39.16,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000023,ml-platform,ETL,IN-WB,7.134,52,2026-09-15T14:05:44.606691,2026-09-15T14:57:44.606691,738.0,5.264892,5.264892,0.0,0.0,0.937408,0.937408,0.0,0.0,INR,78.12,78.12,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000024,data-engineering,ETL,IN-PB,31.32,216,2026-09-15T14:05:44.629241,2026-09-15T17:41:44.629241,501.0,15.69132,15.69132,0.0,0.0,3.38256,3.38256,0.0,0.0,INR,281.88,281.88,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000025,operations,DATA_PROCESSING,US-CA,2.754,61,2026-09-15T19:00:00,2026-09-15T20:01:00,129.0,0.355266,0.691254,0.335988,48.61,0.316214,0.316214,0.0,0.0,USD,0.32,0.32,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000026,operations,ETL,US-NY,7.821,142,2026-09-15T14:05:44.712416,2026-09-15T16:27:44.712416,321.0,2.510541,2.510541,0.0,0.0,1.626768,1.626768,0.0,0.0,USD,1.63,1.63,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000027,analytics,ETL,US-TX,6.741,64,2026-09-15T15:00:00,2026-09-15T16:04:00,245.0,1.651545,1.691991,0.040446,2.39,0.412522,0.412522,0.0,0.0,USD,0.41,0.41,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000028,operations,DATA_PROCESSING,SE,1.798,37,2026-09-15T14:05:44.746086,2026-09-15T14:42:44.746086,17.0,0.030566,0.030566,0.0,0.0,0.005808,0.005808,0.0,0.0,SEK,0.06,0.06,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000029,data-engineering,ETL,AU-SA-Large,6.882,133,2026-09-15T14:05:44.790709,2026-09-15T16:18:44.790709,42.0,0.289044,0.289044,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000030,ml-platform,ANALYTICS,AU-SA-Small,2.387,46,2026-09-15T14:05:44.808310,2026-09-15T14:51:44.808310,42.0,0.100254,0.100254,0.0,0.0,0.139639,0.139639,0.0,0.0,AUD,0.21,0.21,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000031,operations,BACKUP,IN-TG,3.534,56,2026-09-15T14:05:44.824822,2026-09-15T15:01:44.824822,609.0,2.152206,2.152206,0.0,0.0,0.37107,0.37107,0.0,0.0,INR,30.92,30.92,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000032,ml-platform,ANALYTICS,IN-GJ,2.728,53,2026-09-15T14:05:44.839842,2026-09-15T14:58:44.839842,683.0,1.863224,1.863224,0.0,0.0,0.145675,0.145675,0.0,0.0,INR,12.14,12.14,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000033,data-engineering,ETL,IN-WB,4.75,114,2026-09-15T14:05:44.860412,2026-09-15T15:59:44.860412,738.0,3.5055,3.5055,0.0,0.0,0.62415,0.62415,0.0,0.0,INR,52.01,52.01,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000034,finance,DATA_PROCESSING,IN-PB,2.356,37,2026-09-15T14:05:44.881351,2026-09-15T14:42:44.881351,501.0,1.180356,1.180356,0.0,0.0,0.254448,0.254448,0.0,0.0,INR,21.2,21.2,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000035,finance,ETL,US-CA,18.473,226,2026-09-15T19:00:00,2026-09-15T22:46:00,129.0,2.383017,4.636723,2.253706,48.61,2.12107,2.12107,0.0,0.0,USD,2.12,2.12,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000037,finance,DATA_PROCESSING,US-TX,1.462,26,2026-09-15T15:00:00,2026-09-15T15:26:00,245.0,0.35819,0.366962,0.008772,2.39,0.089469,0.089469,0.0,0.0,USD,0.09,0.09,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000038,ml-platform,ML_TRAINING,SE,133.56,445,2026-09-15T14:05:44.972942,2026-09-15T21:30:44.972942,17.0,2.27052,2.27052,0.0,0.0,0.431399,0.431399,0.0,0.0,SEK,4.54,4.54,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000039,operations,DATA_PROCESSING,AU-SA-Large,1.292,41,2026-09-15T14:05:44.994139,2026-09-15T14:46:44.994139,42.0,0.054264,0.054264,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000040,ml-platform,ML_TRAINING,AU-SA-Small,114.68,282,2026-09-15T14:05:45.037147,2026-09-15T18:47:45.037147,42.0,4.81656,4.81656,0.0,0.0,6.70878,6.70878,0.0,0.0,AUD,10.32,10.32,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000042,operations,REPORT_GENERATION,IN-GJ,1.68,36,2026-09-15T15:00:00,2026-09-15T15:36:00,682.0,1.14576,1.14744,0.00168,0.15,0.089712,0.089712,0.0,0.0,INR,7.48,7.48,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000043,finance,REPORT_GENERATION,IN-WB,2.914,37,2026-09-15T14:05:45.104650,2026-09-15T14:42:45.104650,738.0,2.150532,2.150532,0.0,0.0,0.3829,0.3829,0.0,0.0,INR,31.91,31.91,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000044,analytics,DATA_PROCESSING,IN-PB,4.352,77,2026-09-15T14:05:45.133492,2026-09-15T15:22:45.133492,501.0,2.180352,2.180352,0.0,0.0,0.470016,0.470016,0.0,0.0,INR,39.17,39.17,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000045,finance,ETL,US-CA,14.0,150,2026-09-15T17:00:00,2026-09-15T19:30:00,134.0,1.876,3.514,1.638,46.61,1.60748,1.60748,0.0,0.0,USD,1.61,1.61,0.0,2.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000046,finance,REPORT_GENERATION,US-NY,6.148,127,2026-09-15T14:05:45.176526,2026-09-15T16:12:45.176526,321.0,1.973508,1.973508,0.0,0.0,1.278784,1.278784,0.0,0.0,USD,1.28,1.28,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000047,operations,ANALYTICS,US-TX,3.096,43,2026-09-15T14:05:45.193492,2026-09-15T14:48:45.193492,251.0,0.777096,0.777096,0.0,0.0,0.189463,0.189463,0.0,0.0,USD,0.19,0.19,0.0,0.0,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000048,operations,DATA_PROCESSING,SE,1.995,57,2026-09-15T14:05:45.224524,2026-09-15T15:02:45.224524,17.0,0.033915,0.033915,0.0,0.0,0.006444,0.006444,0.0,0.0,SEK,0.07,0.07,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000049,analytics,IMAGE_PROCESSING,AU-SA-Large,28.696,253,2026-09-15T14:05:45.278468,2026-09-15T18:18:45.278468,42.0,1.205232,1.205232,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000050,data-engineering,ETL,AU-SA-Small,18.05,114,2026-09-15T14:05:45.310480,2026-09-15T15:59:45.310480,42.0,0.7581,0.7581,0.0,0.0,1.055925,1.055925,0.0,0.0,AUD,1.62,1.62,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000051,operations,BACKUP,IN-TG,3.04,57,2026-09-15T14:05:45.332769,2026-09-15T15:02:45.332769,609.0,1.85136,1.85136,0.0,0.0,0.3192,0.3192,0.0,0.0,INR,26.6,26.6,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000052,ml-platform,ANALYTICS,IN-GJ,3.885,63,2026-09-15T14:05:45.349696,2026-09-15T15:08:45.349696,683.0,2.653455,2.653455,0.0,0.0,0.207459,0.207459,0.0,0.0,INR,17.29,17.29,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000053,data-engineering,ETL,IN-WB,5.159,46,2026-09-15T14:05:45.367882,2026-09-15T14:51:45.367882,738.0,3.807342,3.807342,0.0,0.0,0.677893,0.677893,0.0,0.0,INR,56.49,56.49,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000054,operations,BACKUP,IN-PB,7.452,65,2026-09-15T14:05:45.391371,2026-09-15T15:10:45.391371,501.0,3.733452,3.733452,0.0,0.0,0.804816,0.804816,0.0,0.0,INR,67.07,67.07,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000055,finance,REPORT_GENERATION,US-CA,4.408,139,2026-09-15T14:05:45.407916,2026-09-15T16:24:45.407916,251.0,1.106408,1.106408,0.0,0.0,0.506127,0.506127,0.0,0.0,USD,0.51,0.51,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000056,finance,ETL,US-NY,30.4,228,2026-09-15T14:05:45.439112,2026-09-15T17:53:45.439112,321.0,9.7584,9.7584,0.0,0.0,6.3232,6.3232,0.0,0.0,USD,6.32,6.32,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000057,operations,BACKUP,US-TX,4.515,63,2026-09-15T15:00:00,2026-09-15T16:03:00,245.0,1.106175,1.133265,0.02709,2.39,0.2763,0.2763,0.0,0.0,USD,0.28,0.28,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000058,data-engineering,ETL,SE,13.871,86,2026-09-15T14:05:45.518697,2026-09-15T15:31:45.518697,17.0,0.235807,0.235807,0.0,0.0,0.044803,0.044803,0.0,0.0,SEK,0.47,0.47,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000059,operations,DATA_PROCESSING,AU-SA-Large,1.989,70,2026-09-15T14:05:45.541461,2026-09-15T15:15:45.541461,42.0,0.083538,0.083538,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000060,finance,ETL,AU-SA-Small,10.738,109,2026-09-15T14:05:45.603815,2026-09-15T15:54:45.603815,42.0,0.450996,0.450996,0.0,0.0,0.628173,0.628173,0.0,0.0,AUD,0.97,0.97,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000061,data-engineering,ETL,IN-TG,26.66,186,2026-09-15T14:05:45.632934,2026-09-15T17:11:45.632934,609.0,16.23594,16.23594,0.0,0.0,2.7993,2.7993,0.0,0.0,INR,233.28,233.28,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000062,finance,REPORT_GENERATION,IN-GJ,4.342,100,2026-09-15T15:00:00,2026-09-15T16:40:00,682.0,2.961244,2.965586,0.004342,0.15,0.231863,0.231863,0.0,0.0,INR,19.32,19.32,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000063,analytics,ETL,IN-WB,1.219,32,2026-09-15T14:05:45.734349,2026-09-15T14:37:45.734349,738.0,0.899622,0.899622,0.0,0.0,0.160177,0.160177,0.0,0.0,INR,13.35,13.35,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000065,finance,REPORT_GENERATION,US-CA,3.132,52,2026-09-15T19:00:00,2026-09-15T19:52:00,129.0,0.404028,0.786132,0.382104,48.61,0.359616,0.359616,0.0,0.0,USD,0.36,0.36,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000066,ml-platform,REPORT_GENERATION,US-NY,9.695,166,2026-09-15T14:05:45.828778,2026-09-15T16:51:45.828778,321.0,3.112095,3.112095,0.0,0.0,2.01656,2.01656,0.0,0.0,USD,2.02,2.02,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000067,finance,BACKUP,US-TX,4.334,118,2026-09-15T15:00:00,2026-09-15T16:58:00,245.0,1.06183,1.087834,0.026004,2.39,0.265223,0.265223,0.0,0.0,USD,0.27,0.27,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000068,finance,REPORT_GENERATION,SE,2.726,35,2026-09-15T14:05:45.884754,2026-09-15T14:40:45.884754,17.0,0.046342,0.046342,0.0,0.0,0.008805,0.008805,0.0,0.0,SEK,0.09,0.09,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000069,analytics,IMAGE_PROCESSING,AU-SA-Large,22.506,218,2026-09-15T14:05:45.928224,2026-09-15T17:43:45.928224,42.0,0.945252,0.945252,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000070,data-engineering,ETL,AU-SA-Small,11.76,84,2026-09-15T14:05:45.971959,2026-09-15T15:29:45.971959,42.0,0.49392,0.49392,0.0,0.0,0.68796,0.68796,0.0,0.0,AUD,1.06,1.06,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000071,operations,BACKUP,IN-TG,11.583,178,2026-09-15T14:05:45.991954,2026-09-15T17:03:45.991954,609.0,7.054047,7.054047,0.0,0.0,1.216215,1.216215,0.0,0.0,INR,101.35,101.35,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000072,operations,ETL,IN-GJ,7.298,107,2026-09-15T15:00:00,2026-09-15T16:47:00,682.0,4.977236,4.984534,0.007298,0.15,0.389713,0.389713,0.0,0.0,INR,32.48,32.48,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000073,finance,ANALYTICS,IN-WB,4.462,58,2026-09-15T14:05:46.032533,2026-09-15T15:03:46.032533,738.0,3.292956,3.292956,0.0,0.0,0.586307,0.586307,0.0,0.0,INR,48.86,48.86,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000074,finance,DATA_PROCESSING,IN-PB,4.2,84,2026-09-15T14:05:46.097543,2026-09-15T15:29:46.097543,501.0,2.1042,2.1042,0.0,0.0,0.4536,0.4536,0.0,0.0,INR,37.8,37.8,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000075,analytics,DATA_PROCESSING,US-CA,1.995,34,2026-09-15T15:00:00,2026-09-15T15:34:00,164.0,0.32718,0.500745,0.173565,34.66,0.229066,0.229066,0.0,0.0,USD,0.23,0.23,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000076,analytics,DATA_PROCESSING,US-NY,2.266,62,2026-09-15T14:05:46.161322,2026-09-15T15:07:46.161322,321.0,0.727386,0.727386,0.0,0.0,0.471328,0.471328,0.0,0.0,USD,0.47,0.47,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000077,ml-platform,ML_TRAINING,US-TX,280.105,453,2026-09-15T15:00:00,2026-09-15T22:33:00,245.0,68.625725,70.306355,1.68063,2.39,17.141306,17.141306,0.0,0.0,USD,17.14,17.14,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000078,operations,BACKUP,SE,8.316,79,2026-09-15T14:05:46.219224,2026-09-15T15:24:46.219224,17.0,0.141372,0.141372,0.0,0.0,0.026861,0.026861,0.0,0.0,SEK,0.28,0.28,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000079,operations,DATA_PROCESSING,AU-SA-Large,1.87,51,2026-09-15T14:05:46.272203,2026-09-15T14:56:46.272203,42.0,0.07854,0.07854,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000080,analytics,IMAGE_PROCESSING,AU-SA-Small,12.573,76,2026-09-15T14:05:46.290718,2026-09-15T15:21:46.290718,42.0,0.528066,0.528066,0.0,0.0,0.735521,0.735521,0.0,0.0,AUD,1.13,1.13,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000081,analytics,ETL,IN-TG,19.278,214,2026-09-15T14:05:46.310170,2026-09-15T17:39:46.310170,609.0,11.740302,11.740302,0.0,0.0,2.02419,2.02419,0.0,0.0,INR,168.68,168.68,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000083,data-engineering,ETL,IN-WB,15.416,113,2026-09-15T14:05:46.342297,2026-09-15T15:58:46.342297,738.0,11.377008,11.377008,0.0,0.0,2.025662,2.025662,0.0,0.0,INR,168.81,168.81,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000084,ml-platform,REPORT_GENERATION,IN-PB,5.082,145,2026-09-15T14:05:46.358808,2026-09-15T16:30:46.358808,501.0,2.546082,2.546082,0.0,0.0,0.548856,0.548856,0.0,0.0,INR,45.74,45.74,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000085,data-engineering,DATA_PROCESSING,US-CA,1.8,36,2026-09-15T19:00:00,2026-09-15T19:36:00,129.0,0.2322,0.4518,0.2196,48.61,0.206676,0.206676,0.0,0.0,USD,0.21,0.21,0.0,4.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000086,analytics,BACKUP,US-NY,4.312,46,2026-09-15T14:05:46.433067,2026-09-15T14:51:46.433067,321.0,1.384152,1.384152,0.0,0.0,0.896896,0.896896,0.0,0.0,USD,0.9,0.9,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000087,data-engineering,ETL,US-TX,21.708,161,2026-09-15T15:00:00,2026-09-15T17:41:00,245.0,5.31846,5.448708,0.130248,2.39,1.328443,1.328443,0.0,0.0,USD,1.33,1.33,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
GS-JOB-000088,data-engineering,ETL,SE,22.032,163,2026-09-15T14:05:46.489134,2026-09-15T16:48:46.489134,17.0,0.374544,0.374544,0.0,0.0,0.071163,0.071163,0.0,0.0,SEK,0.75,0.75,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000089,finance,REPORT_GENERATION,AU-SA-Large,7.112,76,2026-09-15T14:05:46.513684,2026-09-15T15:21:46.513684,42.0,0.298704,0.298704,0.0,0.0,0.0,0.0,0.0,0.0,AUD,0.0,0.0,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000091,ml-platform,ML_TRAINING,IN-TG,252.0,504,2026-09-15T14:05:46.565647,2026-09-15T22:29:46.565647,609.0,153.468,153.468,0.0,0.0,26.46,26.46,0.0,0.0,INR,2205.0,2205.0,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000092,operations,BACKUP,IN-GJ,5.304,61,2026-09-15T15:00:00,2026-09-15T16:01:00,682.0,3.617328,3.622632,0.005304,0.15,0.283234,0.283234,0.0,0.0,INR,23.6,23.6,0.0,0.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000093,finance,BACKUP,IN-WB,7.296,115,2026-09-15T14:05:46.673898,2026-09-15T16:00:46.673898,738.0,5.384448,5.384448,0.0,0.0,0.958694,0.958694,0.0,0.0,INR,79.89,79.89,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000094,analytics,IMAGE_PROCESSING,IN-PB,24.335,94,2026-09-15T14:05:46.700963,2026-09-15T15:39:46.700963,501.0,12.191835,12.191835,0.0,0.0,2.62818,2.62818,0.0,0.0,INR,219.01,219.01,0.0,0.0,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000095,analytics,ETL,US-CA,25.198,176,2026-09-15T18:00:00,2026-09-15T20:56:00,130.0,3.27574,6.324698,3.048958,48.21,2.893234,2.893234,0.0,0.0,USD,2.89,2.89,0.0,3.9,True,ToD,single_greedy,0.0,0.0,False,False
GS-JOB-000096,operations,ML_TRAINING,US-NY,225.225,429,2026-09-15T14:05:46.797522,2026-09-15T21:14:46.797522,321.0,72.297225,72.297225,0.0,0.0,46.8468,46.8468,0.0,0.0,USD,46.85,46.85,0.0,0.0,True,Demand,single_greedy,0.0,0.0,False,False
GS-JOB-000097,ml-platform,ETL,US-TX,15.675,99,2026-09-15T15:00:00,2026-09-15T16:39:00,245.0,3.840375,3.934425,0.09405,2.39,0.959247,0.959247,0.0,0.0,USD,0.96,0.96,0.0,0.9,True,Flat,single_greedy,0.0,0.0,False,False
